0.0000000000e+000;2.7035105228e+000;-9.1484367847e-001;-1.2436730862e+000;-1.4765496552e-001;1.1195315123e+000;1.2301392555e+000;512
1.9531250000e-003;2.6902065277e+000;-1.1950311661e+000;-1.2280426025e+000;3.0947244167e-001;1.3009798527e+000;4.1516801715e-001;
3.9062500000e-003;2.6589252949e+000;-1.4682244062e+000;-1.0606380701e+000;7.3056429625e-001;1.0729789734e+000;-3.0032134056e-001;
5.8593750000e-003;2.6099073887e+000;-1.7163746357e+000;-7.5978976488e-001;9.8420619965e-001;5.6533950567e-001;-5.3254616261e-001;
7.8125000000e-003;2.5436959267e+000;-1.9230211973e+000;-3.6512809992e-001;9.8520672321e-001;2.8443077579e-002;-1.9794972241e-001;
9.7656250000e-003;2.4611272812e+000;-2.0744395256e+000;6.8555794656e-002;7.1816325188e-001;-2.7317455411e-001;4.3741533160e-001;
1.1718750000e-002;2.3633165359e+000;-2.1606001854e+000;4.7981423140e-001;2.4189500511e-001;-1.7325732112e-001;9.1806215048e-001;
1.3671875000e-002;2.2516386509e+000;-2.1758680344e+000;8.1008726358e-001;-3.2647365332e-001;3.2524549961e-001;8.7288022041e-001;
1.5625000000e-002;2.1277036667e+000;-2.1193974018e+000;1.0128006935e+000;-8.4341984987e-001;1.0507445335e+000;2.3861245811e-001;
1.7578125000e-002;1.9933297634e+000;-1.9951928854e+000;1.0606013536e+000;-1.1781755686e+000;1.7348384857e+000;-7.0083492994e-001;
1.9531250000e-002;1.8505103588e+000;-1.8118326664e+000;9.4960176945e-001;-1.2483987808e+000;2.1250588894e+000;-1.4828164577e+000;
2.1484375000e-002;1.7013808489e+000;-1.5818719864e+000;6.9997489452e-001;-1.0425877571e+000;2.0908973217e+000;-1.7412897348e+000;
2.3437500000e-002;1.5481803417e+000;-1.3209712505e+000;3.5280364752e-001;-6.2309694290e-001;1.6783143282e+000;-1.4242466688e+000;
2.5390625000e-002;1.3932129145e+000;-1.0468069315e+000;-3.6320693791e-002;-1.0892882943e-001;1.0897068977e+000;-8.2307797670e-001;
2.7343750000e-002;1.2388076782e+000;-7.7784234285e-001;-4.0595710278e-001;3.5697996616e-001;5.9780669212e-001;-3.9632499218e-001;
2.9296875000e-002;1.0872782469e+000;-5.3204429150e-001;-6.9837999344e-001;6.4701265097e-001;4.2990651727e-001;-4.9338567257e-001;
3.1250000000e-002;9.4088196754e-001;-3.2563385367e-001;-8.6856180429e-001;6.8390595913e-001;6.7134869099e-001;-1.1436433792e+000;
3.3203125000e-002;8.0178111792e-001;-1.7195998132e-001;-8.9117419720e-001;4.6196231246e-001;1.2290683985e+000;-2.0373141766e+000;
3.5156250000e-002;6.7200499773e-001;-8.0573156476e-002;-7.6451665163e-001;4.8625435680e-002;1.8706047535e+000;-2.7095119953e+000;
3.7109375000e-002;5.5341470242e-001;-5.6564368308e-002;-5.1076167822e-001;-4.3401151896e-001;2.3220989704e+000;-2.8173501492e+000;
3.9062500000e-002;4.4767066836e-001;-1.0021527857e-001;-1.7247761786e-001;-8.4269833565e-001;2.3838686943e+000;-2.3441853523e+000;
4.1015625000e-002;3.5620397329e-001;-2.0698402822e-001;1.9402839243e-001;-1.0523402691e+000;2.0147163868e+000;-1.6087336540e+000;
4.2968750000e-002;2.8019136190e-001;-3.6782759428e-001;5.2751106024e-001;-9.9035662413e-001;1.3493497372e+000;-1.0736175776e+000;
4.4921875000e-002;2.2053495049e-001;-5.6983822584e-001;7.7135986090e-001;-6.5666723251e-001;6.4154571295e-001;-1.0679901838e+000;
4.6875000000e-002;1.7784662545e-001;-7.9714959860e-001;8.8245278597e-001;-1.2382952869e-001;1.5708152950e-001;-1.5903261900e+000;
4.8828125000e-002;1.5243755281e-001;-1.0320496559e+000;8.3791232109e-001;4.8271346092e-001;6.1675757170e-002;-2.3094646931e+000;
5.0781250000e-002;1.4431300759e-001;-1.2562216520e+000;6.3871067762e-001;1.0188614130e+000;3.5129407048e-001;-2.7632744312e+000;
5.2734375000e-002;1.5317243338e-001;-1.4520286322e+000;3.0956277251e-001;1.3611819744e+000;8.5426789522e-001;-2.6359817982e+000;
5.4687500000e-002;1.7841506004e-001;-1.6037493944e+000;-1.0487695038e-001;1.4405560493e+000;1.3043252230e+000;-1.9480965137e+000;
